Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5CcAkJMkqpx7vwyYq1CQQd,"As This Moment Slips Away","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,412613,35,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.533,0.429,5,-10.413,0,0.0323,0.785,0.799,0.0982,0.543,91.473,4
spotify:track:74neIw6SFkvS2LE2elVE3p,"Beauty Has It Hard","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,420893,19,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.49,0.328,1,-10.604,1,0.0377,0.787,0.307,0.0815,0.179,121.674,4
spotify:track:7mp4oFmVuMNpsmbPmSFDNg,"County Seat","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,183226,13,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.501,0.525,4,-8.601,0,0.0387,0.488,0.528,0.0915,0.769,136.909,4
spotify:track:3A9YZn7K0b8Tw8fKoB4Otl,"The Mending","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,250826,14,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.388,0.373,5,-9.956,0,0.0506,0.85,0.775,0.099,0.141,72.35,4
spotify:track:6dlCkU5U8tDNErWoPHujPV,"Dirty Blonde","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,332066,20,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.534,0.579,8,-9.43,1,0.0255,0.618,0.834,0.11,0.606,96.996,4
spotify:track:0CM4qERRxMCJMvCtCnSrEA,"Faith Through Error","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,198373,10,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.343,0.745,4,-7.427,1,0.115,0.416,0.874,0.117,0.277,170.259,3
spotify:track:0EUFHwtMDqqtz0zYbOcXoK,"Lack the Faith But Not the Wine","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,433026,15,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.584,0.147,7,-16.019,0,0.0301,0.907,0.696,0.123,0.118,106.224,4
spotify:track:4YvytnQbZYmOo7DIDcMzE4,"Friend or Foe","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,516253,10,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.478,0.416,5,-10.025,1,0.0371,0.767,0.833,0.112,0.215,118.325,4
spotify:track:2pIEWfxnRuYYTEb6XMnkP2,"Silence Is the Question","The Bad Plus Joshua Redman","Joshua Redman;The Bad Plus",2015-05-26,810666,10,false,5forty,2015-06-22T22:59:11Z,"jazz,jazz ballads,experimental jazz,jazz fusion,nu jazz","Nonesuch",0.296,0.475,0,-11.17,1,0.0484,0.646,0.765,0.111,0.152,87.103,4
