Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3ZobWY4NPD46GHgSdqIwsP,"Behold One","Behold","Oren Ambarchi;Jim O'Rourke",2015-03-02,1123845,0,false,5forty,2015-03-29T20:56:12Z,"electroacoustic,drone,ambient,experimental,drone metal,avant-garde,musique concrète,minimalism,free jazz,plunderphonics","Editions Mego",0.199,0.333,9,-24.315,0,0.0859,0.0664,0.428,0.298,0.0395,115.18,4
spotify:track:5x0WHhVTvQCBMf1x1ok2mJ,"Behold Two","Behold","Oren Ambarchi;Jim O'Rourke",2015-03-02,1403762,0,false,5forty,2015-03-29T20:56:12Z,"electroacoustic,drone,ambient,experimental,drone metal,avant-garde,musique concrète,minimalism,free jazz,plunderphonics","Editions Mego",0.174,0.314,7,-16.91,1,0.0397,0.369,0.662,0.103,0.0382,116.984,4
